ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Luxembourg,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,5.32,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,4.87,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,5.38,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,4.6,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2016,4.24,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2017,3.39,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2018,4.21,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,3.75,,,Repository: Eurostat special tabulation
Luxembourg,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2020,3.77,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2010,13.18,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2011,13.28,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,13.99,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,14.06,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,13.43,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,12.98,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2016,13.83,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2017,13.51,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2018,12.86,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,12.65,,,Repository: Eurostat special tabulation
Latvia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2020,12.82,,,Repository: Eurostat special tabulation
"Macau, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Employment Survey,2010,4.83,,,Age coverage - minimum age: 16 years old
"Macau, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Employment Survey,2011,3.91,,,Age coverage - minimum age: 16 years old
"Macau, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Employment Survey,2012,3,,,Age coverage - minimum age: 16 years old
"Macau, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Employment Survey,2013,2.49,,,Age coverage - minimum age: 16 years old
"Macau, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Employment Survey,2014,1.91,,,Age coverage - minimum age: 16 years old
"Macau, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Employment Survey,2015,1.74,,,Age coverage - minimum age: 16 years old
"Macau, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Employment Survey,2016,2.03,,,Age coverage - minimum age: 16 years old
"Macau, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Employment Survey,2017,1.71,,,Age coverage - minimum age: 16 years old
"Macau, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Employment Survey,2018,1.66,,,Age coverage - minimum age: 16 years old
"Macau, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Employment Survey,2019,1.62,,,Age coverage - minimum age: 16 years old
"Macau, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Employment Survey,2020,1.62,,,Age coverage - minimum age: 16 years old
Morocco,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale sur l'Emploi,2011,10.95,,,
Morocco,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale sur l'Emploi,2012,10.52,,,
"Moldova, Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2010,10.56,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2011,10.87,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2012,10.58,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2013,9.74,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2014,4.75,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2015,9.57,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2016,9.49,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2017,9.62,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,11.22,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
"Moldova, Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2019,12.1,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2020,11.73,,,Repository: ILO-STATISTICS - Micro data processing
Madagascar,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,2012,5.16,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Madagascar,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,2015,6.66,,,Repository: ILO-STATISTICS - Micro data processing
Maldives,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Household Income and Expenditure Survey,2016,10.97,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Maldives,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Household Income and Expenditure Survey,2019,10.4,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Maldives,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),PC - Population and Housing Census,2014,11.23,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Ocupación y Empleo,2010,15.36,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Ocupación y Empleo,2011,15.3,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Ocupación y Empleo,2012,15.28,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Ocupación y Empleo,2013,15.66,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Ocupación y Empleo,2014,15.96,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Ocupación y Empleo,2015,16.04,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Ocupación y Empleo,2016,16.3,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Ocupación y Empleo,2017,16.61,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Ocupación y Empleo,2018,16.64,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Ocupación y Empleo,2019,16.57,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Ocupación y Empleo,2020,16.44,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Marshall Islands,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Household Income and Expenditure Survey,2019,3.19,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Marshall Islands,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),OE - Social Security plus EPPSO Estimates,2010,0.72,,,
North Macedonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2011,19.41,,,Repository: Eurostat special tabulation
North Macedonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,19.51,,,Repository: Eurostat special tabulation
North Macedonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,19.38,,,Repository: Eurostat special tabulation
North Macedonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,19.26,,,Repository: Eurostat special tabulation
North Macedonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,19.43,,,Repository: Eurostat special tabulation
North Macedonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2016,19.02,,,Repository: Eurostat special tabulation
North Macedonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2017,19.34,,,Repository: Eurostat special tabulation
North Macedonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2018,19.87,,,Repository: Eurostat special tabulation
North Macedonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,19.79,,,Repository: Eurostat special tabulation
North Macedonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2010,19.95,,,Repository: ILO-STATISTICS - Micro data processing
North Macedonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2020,20.09,,,Repository: ILO-STATISTICS - Micro data processing
Mali,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),2013,4.07,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mali,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),2014,4.96,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mali,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),2015,4.78,,,Repository: ILO-STATISTICS - Micro data processing
Mali,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),2016,3.86,,,Repository: ILO-STATISTICS - Micro data processing
Mali,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),2017,5.2,,,Repository: ILO-STATISTICS - Micro data processing
Mali,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),2018,4.23,,,Repository: ILO-STATISTICS - Micro data processing
Malta,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2010,15.13,,,Repository: Eurostat special tabulation
Malta,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2011,15.21,,,Repository: Eurostat special tabulation
Malta,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,13.39,,,Repository: Eurostat special tabulation
Malta,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,12.85,,,Repository: Eurostat special tabulation
Malta,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,12.78,,,Repository: Eurostat special tabulation
Malta,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,12.38,,,Repository: Eurostat special tabulation
Malta,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2016,11.96,,,Repository: Eurostat special tabulation
Malta,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2017,11.82,,,Repository: Eurostat special tabulation
Malta,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2018,11.33,,,Repository: Eurostat special tabulation
Malta,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,11.06,,,Repository: Eurostat special tabulation
Malta,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2020,11.13,,,Repository: Eurostat special tabulation
Myanmar,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2015,10.87,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Myanmar,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2017,10.47,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Myanmar,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,11.13,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Myanmar,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2019,10.54,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Montenegro,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2011,7.88,,,Repository: Eurostat special tabulation
Montenegro,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,7.01,,,Repository: Eurostat special tabulation
Montenegro,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,7.22,,,Repository: Eurostat special tabulation
Montenegro,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,6.61,,,Repository: Eurostat special tabulation
Montenegro,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,6.68,,,Repository: Eurostat special tabulation
Montenegro,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2016,5.62,,,Repository: Eurostat special tabulation
Montenegro,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2017,5.52,,,Repository: Eurostat special tabulation
Montenegro,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2018,6.08,,,Repository: Eurostat special tabulation
Montenegro,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,5.97,,,Repository: Eurostat special tabulation
Montenegro,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2020,6.11,,,
Mongolia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2010,6.27,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2011,6.34,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2012,6.14,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2013,7.34,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2014,7.7,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2015,7.06,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2016,7.5,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2017,7.52,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,8.05,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2019,7.89,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Mongolia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2020,7.72,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Mozambique,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Inquérito aos Orçamentos Familiares,2015,4.06,,,Repository: ILO-STATISTICS - Micro data processing
Mauritania,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale de Référence sur l'Emploi et le Secteur Informel,2017,11.17,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Montserrat,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2020,2.54,,,Repository: ILO-STATISTICS - Micro data processing
Mauritius,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Multi-Purpose Household Survey,2010,16.96,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Multi-Purpose Household Survey,2011,16.47,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Multi-Purpose Household Survey,2012,15.65,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Multi-Purpose Household Survey,2013,14.78,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Multi-Purpose Household Survey,2014,13.92,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Multi-Purpose Household Survey,2015,14.22,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Multi-Purpose Household Survey,2016,14.04,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Multi-Purpose Household Survey,2017,12.99,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Multi-Purpose Household Survey,2018,12.99,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Continuous Multi-Purpose Household Survey,2019,12.73,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Malawi,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2013,3.89,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Malaysia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2010,16.82,,,
Malaysia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2011,11.73,,,
Malaysia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2012,16.44,,,
Malaysia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2013,16.55,,,
Malaysia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2015,16.51,,,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old
Malaysia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2016,16.88,,,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old
Malaysia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2017,17.36,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old
Malaysia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,16.92,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old
Malaysia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2019,17.79,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old
Namibia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2012,4.54,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Namibia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2013,4.77,,,Repository: ILO-STATISTICS - Micro data processing
Namibia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2014,4.02,,,Repository: ILO-STATISTICS - Micro data processing
Namibia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2016,6.55,,,Repository: ILO-STATISTICS - Micro data processing
Namibia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,7.2,,,Repository: ILO-STATISTICS - Micro data processing
Namibia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Household Income and Expenditure Survey,2010,4.79,,,Repository: ILO-STATISTICS - Micro data processing
New Caledonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),PC - Recensement de la Population,2014,14.47,,,Data reference period: August
Niger,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,2012,6.04,,,Repository: ILO-STATISTICS - Micro data processing
Niger,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,2017,20.07,,,Repository: ILO-STATISTICS - Micro data processing
Niger,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Enquête Nationale sur les Conditions de Vie de Ménages,2011,6.66,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nigeria,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - General Household Survey,2011,6.46,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old
Nigeria,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - General Household Survey,2013,7.88,,,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Continua de Hogares,2012,10.96,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Encuesta Nacional de Hogares sobre Medicion de Nivel de Vida,2014,11.51,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Netherlands,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2010,9.6,,,Repository: Eurostat special tabulation
Netherlands,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2011,9.18,,,Repository: Eurostat special tabulation
Netherlands,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,9.2,,,Repository: Eurostat special tabulation
Netherlands,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,9.23,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Netherlands,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,9.28,,,Repository: Eurostat special tabulation
Netherlands,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,9.45,,,Repository: Eurostat special tabulation
